qseqid sseqid pident length mismatch gapopen qstart qend sstart send evalue bitscore
g2551.t1	LIPIIIF	91.837	49	4	0	1076	1124	49	1	3.94e-14	69.4
g2839.t1	Lysophospholypase	100.000	1968	0	0	1	1968	1	1968	0.0	3635
g3059.t1	RIP	100.000	630	0	0	1	630	630	1	0.0	1164
g3059.t1	RIPRR	100.000	99	0	0	216	314	99	1	5.71e-49	183
g3059.t1	RIPR	100.000	99	0	0	216	314	1	99	5.71e-49	183
g3059.t1	RIPFR	100.000	64	0	0	174	237	1	64	1.63e-29	119
g3059.t1	RIPF	100.000	64	0	0	174	237	64	1	1.63e-29	119
g3717.t1	LipaseI	100.000	1008	0	0	1	1008	10	1017	0.0	1862
g3717.t1	LIPIF	100.000	73	0	0	270	342	1	73	2.62e-34	135
g3717.t1	LIPIFR	100.000	71	0	0	272	342	71	1	3.39e-33	132
g3717.t1	LIPIRR	100.000	68	0	0	200	267	1	68	1.58e-31	126
g3717.t1	LIPIR	100.000	68	0	0	200	267	68	1	1.58e-31	126
g3842.t1	PMA1	92.000	50	4	0	3004	3053	870	821	2.99e-14	71.3
g3845.t1	PMA1	92.000	50	4	0	3064	3113	870	821	2.97e-14	71.3
g4020.t1	RPP2	100.000	330	0	0	1	330	330	1	1.14e-177	610
g4020.t1	RPPRR	100.000	65	0	0	113	177	65	1	2.33e-30	121
g4020.t1	RPPR	100.000	65	0	0	113	177	1	65	2.33e-30	121
g4020.t1	RPPFR	100.000	59	0	0	37	95	1	59	5.05e-27	110
g4020.t1	RPPF	100.000	59	0	0	37	95	59	1	5.05e-27	110
g4054.t1	ARP5	100.000	2337	0	0	1	2337	1	2337	0.0	4316
g4054.t1	ARPFR	100.000	57	0	0	1287	1343	57	1	4.79e-25	106
g4054.t1	ARPF	100.000	57	0	0	1287	1343	1	57	4.79e-25	106
g4054.t1	ARPRR	100.000	43	0	0	1199	1241	2	44	2.90e-17	80.5
g4054.t1	ARPR	100.000	43	0	0	1199	1241	43	1	2.90e-17	80.5
g4609.t1	RPP2	77.019	322	57	8	19	327	318	1	8.14e-45	169
g4609.t1	RPPFR	86.275	51	7	0	46	96	4	54	6.61e-11	56.5
g4609.t1	RPPF	86.275	51	7	0	46	96	56	6	6.61e-11	56.5
g4746.t1	RPP2	86.992	123	16	0	196	318	123	1	6.20e-36	139
g5202.t1	LSC2	100.000	945	0	0	358	1302	1	945	0.0	1746
g5202.t1	LCSFR	100.000	59	0	0	917	975	59	1	2.05e-26	110
g5202.t1	LSCF	100.000	59	0	0	917	975	1	59	2.05e-26	110
g5202.t1	LSCRR	100.000	46	0	0	836	881	1	46	3.45e-19	86.1
g5202.t1	LSCR	100.000	46	0	0	836	881	46	1	3.45e-19	86.1
