cpalmiol.1419.1	RIPF	100.000	64	0	0	606	669	1	64	2.35e-29	119
cpalmiol.1877.1	PMA1	92.000	50	4	0	10822	10871	870	821	8.92e-14	71.3
cpalmiol.1877.1	PMA1	92.000	50	4	0	2298	2347	870	821	8.92e-14	71.3
cpalmiol.1955.1	RPP2	100.000	330	0	0	58	387	330	1	1.54e-177	610
cpalmiol.1955.1	RPPRR	100.000	65	0	0	170	234	65	1	3.17e-30	121
cpalmiol.1955.1	RPPR	100.000	65	0	0	170	234	1	65	3.17e-30	121
cpalmiol.1955.1	RPPFR	100.000	59	0	0	94	152	1	59	6.87e-27	110
cpalmiol.1955.1	RPPF	100.000	59	0	0	94	152	59	1	6.87e-27	110
cpalmiol.1969.1	ARP5	100.000	2337	0	0	6053	8389	2337	1	0.0	4316
cpalmiol.1969.1	ARPFR	100.000	57	0	0	7047	7103	1	57	1.72e-24	106
cpalmiol.1969.1	ARPF	100.000	57	0	0	7047	7103	57	1	1.72e-24	106
cpalmiol.1969.1	ARPRR	100.000	43	0	0	7149	7191	44	2	1.04e-16	80.5
cpalmiol.1969.1	ARPR	100.000	43	0	0	7149	7191	1	43	1.04e-16	80.5
cpalmiol.2232.1	RPP2	77.844	334	57	8	39	359	330	1	2.31e-51	191
cpalmiol.2232.1	RPPFR	86.275	51	7	0	78	128	4	54	8.78e-11	56.5
cpalmiol.2232.1	RPPF	86.275	51	7	0	78	128	56	6	8.78e-11	56.5
cpalmiol.2292.1	RPP2	86.992	123	16	0	88	210	1	123	9.53e-36	139
cpalmiol.2413.1	LSC2	100.000	945	0	0	338	1282	1	945	0.0	1746
cpalmiol.2413.1	LCSFR	100.000	59	0	0	897	955	59	1	2.09e-26	110
cpalmiol.2413.1	LSCF	100.000	59	0	0	897	955	1	59	2.09e-26	110
cpalmiol.2413.1	LSCRR	100.000	46	0	0	816	861	1	46	3.52e-19	86.1
cpalmiol.2413.1	LSCR	100.000	46	0	0	816	861	46	1	3.52e-19	86.1
